Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,TRUE,Kuvera,Kuvera is a robo-advisory platform through which users can invest in direct mutual fund schemes. The platform creates a mutual fund portfolio based on user's risk profile and goals. The platform suggests a basket of 4-6 low-cost mutual funds along with allocation details. Offers periodic rebalancing recommendations. Charges INR 134 per month (Jan 2017),kuvera.in,,Working class,Savings Management,Personal Savings,Platform to invest in direct mutual funds,Mature,y,Series A,"5,000,000",India,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Six Park,"Six Park is a robo-advisor offering a platform that combines human oversight and automated technology to help users create a professionally managed and diversified investment portfolio. It is based on Modern Portfolio Theory, is easy to use and highly accessible for its clients.",sixpark.com.au,,,#N/A,,"Advisor assisted robo-advisory platform,",,y,Seed,"4,800,000",Australia,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,AlphaClone,"AlphaClone provides investment strategies to investors  via managed accounts and ETF's. Investment products and solutions are derived from institutional investor's public disclosures and give investors direct access to the investment ideas of the established hedge funds. The firm seeks to provide liquid, transparent, low-fee strategies that can give investors exposure to the alpha potential inherent in hedge fund investments. It is a registered financial adviser.",alphaclone.com,,,#N/A,,Automated investment strategy provider.,,y,Series A,"4,280,000",USA,2008,,,,,,,,,,,,,,,#N/A,,
,FALSE,WealthBar,"WealthBar is an online portfolio management services and financial advisory service. The platform gives investment advice through its automated platform and also uses uses human advisors to help clients with complex areas including insurance needs, taxes, savings etc.",wealthbar.com,,,#N/A,,Online financial advisor,,y,Acquired,"4,260,000",Canada,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Sharesies,Sharesies is a micro-investment platform aimed for consumers to invest as low as $20 into portfolios across industries based on their risk tolerance. Consumers can track the value of their investments depending on the rise or fall of portfolios.,sharesies.nz,,All,Asset Management,Asset Management,Micro investment solution.,Emerging,y,Series A,"4,000,000",New Zealand,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Vaamo,"Vaamo is an online platform for automated investment. Customers can set up personal financial goals (e.g. retirement, new home), and define for each goal the amount they want to save, by when and how much, and the risk they are willing to take. The platform opens a securities account with their partner bank FFB. Depending on the risk appetite of the investor, the platform invests the money in equities and bonds. Gives ER of 4% - 6% p.a, depending on the risk preference. Service charge is a function of investment amount and ranges from .49 to 0.99 % p.a.",vaamo.de,,,#N/A,,Automated investment platform,,y,Acquired,"3,840,000",Germany,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,LendingRobot,"LendingRobot automates loan selection and investment in P2P Lending. It allows investors to optimize their strategies and define rules to systematically execute them. The platform selects and submits orders in less than one second after new loans appear, allowing individual investors to compete with hedge funds and institutions for the most sought-after opportunities. Charges an annual fee equal to 0.45% of  user's account value above $5,000. Has launched an automated hedge fund to invest in loans originated on peer-to-peer (P2P) lending platforms.",lendingrobot.com,,,#N/A,,Automated P2P loan investment platform.,,y,Series A,"3,000,000",USA,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Honest Dollar,Honest Dollar provides a lower-cost way to set up and manage employee retirement plans. The company targets citizens who don't have access to employer-sponsored retirement plans and aims to cut out hidden fees. The platfrom charges companies fees of $8 per employee per month. the company was acquired by Goldman Sachs in March 2016.,honestdollar.com,,,#N/A,,Platform for managing 401(K) accounts,,y,Acquired,"3,000,000",USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Fundshop,FundShop provides tools to self directed investors for construction and management of portfolio of life insurance online. It delivers digital solutions to support savings advice and management through white-label applications that automate and personalize portfolio construction and monitoring processes. FundShop relies on completely quantitative portfolio construction algorithms. There is no human intervention in decision-making.,fundshop.fr,,,#N/A,,Automated investment management tools,,y,Series A,"2,844,360",France,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,ORO Wealth,ORO Wealth is zero commission investment platform for direct funds. Offers a direct mutual fund platform and comprehensive wealth advisory solutions. Claims to offer users a choice of 2000+ direct funds. Creates an ORO ID to manage investments under multiple accounts. ORO Advisory offers customized investment plan &amp; portfolio rebalancing services. Team from IIM Bangalore & IIT Bombay. Raised a seed round from Global Super Angels Forum after being selected to its 5th batch in February 2017,orowealth.com,,Working class,Savings Management,Personal Savings,Platform to invest in direct mutual fund schemes,Mature,y,Series A,"2,396,384",India,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Polly Port,Polly Portfolio is developing a personal wealth management platform which will empower individual investors with institutional-grade investment analytics. In Beta mode as in July 2015.,pollyport.com,,,#N/A,,Auto-managed investment account service.,,y,Seed,"2,295,000",USA,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Wealthy,"Wealthy is a robo advisor for investing in tax-saving mutual funds. Users can start investing with INR 2000. Claims to process investment request in 24 hours. Portfolio partners include ICICI Prudential, Reliance and Axis Mutual Fund. Raised $250K in March '16 from TracxnLabs, Zishaan Hayath, Investopad founders Arjun and Rohan Malhotra, CoCubes co-founder Harpreet Singh Grover and Gagan Dugal of Matrix Cellular.",wealthy.in,,Milennial,Savings Management,Account Aggregators,Automated advisor for tax saving investments,Nascent,y,Seed,"2,257,696",India,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,ModernAdvisor,"ModernAdvisor is an online automated investment advisor that builds a personalized investment portfolio of ETFs, based on the investor's risk preferences. Once the account is funded, the platform monitor, adjust, and rebalance the investments. The accounts are CIPF secured.",modernadvisor.ca,,,#N/A,,Automated investment advisor.,,y,Acquired,"2,200,000",Canada,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Clover,Clover is an automated investment service that uses a goals-based approach to advise provision and portfolio construction. The goals guide the algorithm so as to create portfolios that are periodically rebalanced in order to attain the goals.  The company is enterprise focused. Plans to launch in mid 2016.,clover.com.au,,,#N/A,,Automated investment advice platform.,,y,Seed,"2,000,000",Australia,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Financial Guard,"Financial Guard is an online portfolio advisor that helps investors with investment allocation, fund selection, and financial education. It is a SEC Registered Investment Advisor and act in a Fiduciary capacity. Financial Guard allows investors to link and view all of their investment accounts (i.e. Retirement, Brokerage, College Savings Plans) in one place without the assets ever moving. It then provide holistic, actionable advice for the entire investment portfolio. The platform does not provide execution facility",financialguard.com,,,#N/A,,Online platform for portfolio recommendation,,y,Acquired,"2,000,000",USA,2009,,,,,,,,,,,,,,,#N/A,,
,FALSE,AdviceFront,"Advicefront is a robo advisor and productivity tool for financial advisors. It provides tools to automate the client onboarding process and manage all the recurring payments on the platform. Provides an online portal for connecting with investors, document management, e-signatures, flexible payment & direct debit solutions to assist users.",advicefront.com,,,#N/A,,Robo-Advisor tools for financial advisors.,,y,Series A,"1,900,000",United Kingdom,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Hedgeable,"Hedgeable is an online asset management firm that focuses on risk management. The company’s focus is on protecting the customer’s portfolios from losses more in situations such as financial crisis. Online platform features offers features such as current account snapshot, portfolio holdings, portfolio statistics, custom bench-marking and option to change investment profile and addition or withdrawal of money. Minimum account size begins with $5000. Charges 0.3 to 0.75 % fee depending on investment.currently offers an online Managed Account (SMA) Platform and will soon offer their own branded Exchange Traded Funds (ETFs).",hedgeable.com,,,#N/A,,Online asset manager with focus on risk managemnt,,y,Seed,"1,900,000",USA,2009,,,,,,,,,,,,,,,#N/A,,
,TRUE,Robocash,"Robocash is an online automated investment platform part of a group of platforms offering microloans like payday loans, installment loans, and secured loans in Spain, Russia, and Kazakhstan. Consumers can become investors with minimum investment amount of €10. As per the details and requirements portfolios are created and automatic investments are made. Buyback intervenes when a loan is overdue for 30 days and covers the principal as well as the accrued interest.",robo.cash,,Working Class,Savings Management,Personal Savings,Online investment platform for investing in microloans,Emerging,y,Seed,"1,754,450",Latvia,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,tickr,"Tickr provides app-based impact investment platform for stocks, shares, and bonds. It enables traders to invest based on multiple themes such as climate change, disruptive technology, equality, combination, social, environmental, etc. It enables users to select a theme, set risk level and the monthly amount for investment. The app is available on Android and IOS platforms.",tickr.co.uk,,Milennial,Asset Management,Impact Investment,App-based impact investment platform,Nascent,y,Seed,"1,750,162",United Kingdom,2017,,,Yes,,,,,,,,,,,,End Consumer,No,Non-Financial
